n,mean,std,cv,median,iqr,q25,q75,p50,p90,p95,min,max
150,14.206666666666667,9.370306282135557,0.6595710663164399,13.0,17.0,5.0,22.0,13.0,27.0,30.549999999999983,1.0,35.0
